generate_sample_by_ios_image_size_256_256_thickness_0.2/3NiJoEiWKqS_large_size_98_0_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/3NiJoEiWKqS_large_size_98_0_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/32G9Ypc7MqG_large_size_120_2_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/32G9Ypc7MqG_large_size_120_2_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/4SM2dd9rJip_large_size_0_14_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/4SM2dd9rJip_large_size_0_14_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/5IY8ER5xBs5_random_size_49_1_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/5IY8ER5xBs5_random_size_49_1_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/4i3YEsqpHqB_random_size_95_1_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/4i3YEsqpHqB_random_size_95_1_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/3rwvS2cJT0t_random_size_61_0_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/3rwvS2cJT0t_random_size_61_0_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/5xOPEyDNAYf_random_size_61_3_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/5xOPEyDNAYf_random_size_61_3_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/k3uGsMlwzC_large_size_108_1_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/k3uGsMlwzC_large_size_108_1_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/HaTOOJei1Z_large_size_37_0_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/HaTOOJei1Z_large_size_37_0_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/ArRma3Ul2l_large_size_93_2_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/ArRma3Ul2l_large_size_93_2_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/gbPRsBepfr_large_size_21_1_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/gbPRsBepfr_large_size_21_1_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/y2G1sRgWCc_random_size_71_2_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/y2G1sRgWCc_random_size_71_2_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/4lpD1yO8iFr_large_size_0_4_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/4lpD1yO8iFr_large_size_0_4_1_annotation_thresh_gray.png
generate_sample_by_ios_image_size_256_256_thickness_0.2/WRVPMG53hr_random_size_84_0_1_color.jpg,generate_sample_by_ios_image_size_256_256_thickness_0.2/WRVPMG53hr_random_size_84_0_1_annotation_thresh_gray.png
